* Measurement data measured by REW V5,19
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS  With no timing reference
* Dated: 06.09.2021 14:42:29
* REW Settings:
*  C-weighting compensation: On
*  Target level: 75.0 dB
* Note: ; 
* Measurement: ES6 R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.3 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
678.056	76.288	53.893
687.919	76.283	55.093
697.925	76.281	56.250
708.076	76.312	57.745
718.376	76.348	59.359
728.825	76.385	60.841
739.426	76.441	62.310
750.181	76.514	63.754
761.093	76.589	65.176
772.163	76.661	66.621
783.394	76.738	68.127
794.789	76.834	69.711
806.349	76.935	71.084
818.078	77.035	72.147
829.977	77.127	73.015
842.050	77.164	73.605
854.297	77.099	74.334
866.724	76.996	76.018
879.330	77.001	78.471
892.120	77.133	80.849
905.097	77.302	82.808
918.262	77.461	84.442
931.618	77.606	85.902
945.169	77.741	87.268
958.917	77.879	88.705
972.864	78.028	90.183
987.015	78.187	91.528
1001.371	78.350	92.795
1015.937	78.515	94.078
1030.714	78.681	95.377
1045.706	78.850	96.723
1060.916	79.020	97.997
1076.347	79.210	99.189
1092.003	79.419	100.285
1107.887	79.595	101.186
1124.001	79.682	102.023
1140.350	79.675	103.186
1156.937	79.664	104.875
1173.765	79.735	106.773
1190.838	79.869	108.528
1208.159	80.030	109.977
1225.732	80.197	111.197
1243.561	80.359	112.368
1261.649	80.519	113.537
1280.000	80.688	114.722
1298.618	80.857	115.922
1317.507	81.012	117.089
1336.670	81.153	118.242
1356.113	81.286	119.457
1375.838	81.418	120.653
1395.850	81.546	121.818
1416.153	81.675	123.055
1436.751	81.812	124.371
1457.649	81.946	125.670
1478.851	82.067	126.989
1500.362	82.189	128.468
1522.185	82.327	130.161
1544.326	82.484	132.022
1566.789	82.660	133.969
1589.578	82.828	136.007
1612.699	82.977	138.206
1636.156	83.130	140.425
1659.955	83.313	142.615
1684.099	83.530	144.906
1708.595	83.765	147.229
1733.447	83.994	149.456
1758.661	84.198	151.567
1784.241	84.390	153.569
1810.193	84.585	155.519
1836.523	84.784	157.409
1863.236	84.996	159.267
1890.338	85.220	161.183
1917.833	85.454	163.135
1945.729	85.699	165.107
1974.030	85.952	167.093
2002.743	86.215	169.104
2031.873	86.491	171.123
2061.428	86.783	173.173
2091.412	87.094	175.241
2121.832	87.411	177.274
2152.695	87.724	179.392
2184.007	88.062	-178.232
2215.774	88.446	-175.642
2248.003	88.857	-172.869
2280.701	89.283	-169.842
2313.874	89.734	-166.717
2347.530	90.219	-163.785
2381.676	90.717	-161.075
2416.318	91.198	-158.566
2451.464	91.680	-156.352
2487.122	92.213	-154.333
2523.298	92.808	-152.356
2560.000	93.447	-150.436
2597.236	94.121	-148.619
2635.014	94.840	-146.935
2673.341	95.618	-145.416
2712.226	96.472	-144.128
2751.676	97.409	-143.161
2791.700	98.436	-142.627
2832.306	99.563	-142.701
2873.503	100.798	-143.640
2915.299	102.131	-145.815
2957.703	103.522	-149.752
3000.724	104.871	-156.083
3044.370	106.013	-165.282
3088.652	106.749	-177.142
3133.577	106.941	169.640
3179.156	106.572	157.097
3225.398	105.754	146.911
3272.312	104.677	139.701
3319.909	103.521	135.194
3368.198	102.410	132.759
3417.190	101.410	131.792
3466.894	100.530	131.847
3517.321	99.748	132.642
3568.482	99.047	134.005
3620.387	98.425	135.816
3673.046	97.882	137.977
3726.472	97.414	140.397
3780.675	97.017	142.994
3835.666	96.687	145.715
3891.457	96.427	148.533
3948.060	96.225	151.440
4005.486	96.062	154.446
4063.747	95.924	157.561
4122.855	95.806	160.786
4182.824	95.709	164.105
4243.664	95.641	167.463
4305.390	95.607	170.775
4368.013	95.592	174.036
4431.547	95.593	177.490
4496.005	95.681	-178.756
4561.401	95.885	-175.098
4627.749	96.152	-171.620
4695.061	96.473	-168.224
4763.352	96.874	-164.946
4832.637	97.362	-161.887
4902.929	97.934	-159.133
4974.244	98.613	-156.795
5046.596	99.425	-155.057
5120.000	100.383	-154.198
5194.472	101.468	-154.642
5270.027	102.617	-156.999
5346.682	103.711	-161.991
5424.451	104.569	-170.094
5503.352	104.980	179.128
5583.399	104.802	167.397
5664.612	104.028	157.020
5747.006	102.798	149.581
5830.598	101.336	145.382
5915.406	99.852	143.914
6001.447	98.467	144.464
6088.740	97.218	146.434
6177.303	96.095	149.403
6267.154	95.089	153.096
6358.312	94.205	157.326
6450.796	93.430	161.990
6544.625	92.735	167.252
6639.818	92.137	173.657
6736.397	91.689	-178.664
6834.380	91.350	-170.653
6933.789	91.042	-163.451
7034.643	90.812	-157.192
7136.964	90.704	-151.352
7240.773	90.705	-145.607
7346.093	90.837	-139.897
7452.944	91.148	-134.415
7561.350	91.670	-129.461
7671.332	92.420	-125.360
7782.915	93.409	-122.629
7896.120	94.603	-122.164
8010.971	95.841	-125.304
8127.493	96.785	-133.296
8245.711	97.043	-145.719
8365.647	96.370	-159.240
8487.328	94.816	-169.543
8610.779	92.693	-174.616
8736.026	90.383	-175.051
8863.095	88.155	-172.292
8992.011	86.122	-167.504
9122.803	84.300	-161.401
9255.497	82.672	-154.365
9390.121	81.199	-146.378
9526.704	79.859	-136.754
9665.273	78.695	-125.013
9805.857	77.663	-112.146
9948.487	76.645	-99.204
10093.191	75.720	-85.717
10240.000	74.950	-71.974
10388.944	74.226	-59.512
10540.055	73.514	-48.505
10693.363	72.848	-37.991
10848.902	72.226	-27.408
11006.703	71.657	-16.652
11166.799	71.149	-5.729
11329.224	70.709	5.364
11494.012	70.353	16.611
11661.195	70.073	28.047
11830.812	69.852	39.703
12002.895	69.711	51.497
12177.480	69.653	63.345
12354.606	69.668	75.231
12534.309	69.762	87.141
12716.624	69.941	99.108
12901.592	70.230	111.117
13089.250	70.685	123.151
13279.637	71.387	135.445
13472.794	72.480	148.929
13668.760	74.102	164.648
13867.577	76.155	-178.309
14069.285	78.487	-162.841
14273.928	81.029	-152.077
14481.547	83.713	-147.832
14692.186	86.196	-151.234
14905.889	87.991	-162.866
15122.700	88.773	179.924
15342.664	88.611	162.086
15565.829	87.814	145.906
15792.239	86.496	131.283
16021.942	84.528	119.801
16254.986	81.874	114.061
16491.422	78.761	114.595
16731.295	75.509	120.160
16974.656	72.366	129.358
17221.559	69.501	141.099
17472.053	66.969	154.664
17726.189	64.731	169.541
17984.021	62.743	-174.613
18245.605	60.972	-157.852
18510.994	59.414	-140.198
18780.242	58.010	-121.823
19053.408	56.677	-102.264
19330.547	55.365	-80.030
19611.715	54.107	-56.429
19896.975	53.074	-39.469
